666.008945,531.366005
614.265346,626.643468
939.885651,751.827882
721.847342,515.759240
563.862382,593.352794
867.171904,467.433572
655.020659,572.490476
598.180094,592.625706
686.834928,660.739644
615.235595,437.136893
582.402752,704.046984
811.055074,524.554603
803.590781,393.415396
661.536476,623.658347
576.677259,543.013971
880.649940,456.392968
665.697574,550.943892
764.933973,465.566328
659.450179,683.611107
805.000288,533.515685
777.439541,550.611378
938.564656,732.767164
783.850072,422.596333
720.318882,523.801544
601.622686,669.712502
577.189575,385.563538
624.453503,601.058278
839.600389,435.308059
662.358082,570.764481
898.803392,425.175874
691.270072,569.938568
727.785478,684.212808
645.043903,609.600173
614.751958,434.012477
763.575151,526.194430
775.769768,496.347762
770.046736,500.495813
843.339079,595.214455
688.961000,573.675831
767.793568,401.823249
942.665291,725.117253
946.881492,723.865702
592.351378,629.911495
747.872254,679.432804
693.215917,690.881182
836.093326,676.507653
828.958200,513.160957
803.911390,686.931288
800.715906,486.395902
884.714242,748.199885
584.103114,480.513673
665.961829,588.119370
651.530965,538.223638
823.395289,387.494444
793.643161,541.512312
639.444533,379.682204
767.001052,684.817361
821.355621,471.125057
853.504609,483.306517
827.855605,645.333136
673.241278,606.803552
698.395985,539.436385
611.972801,654.452436
832.647578,392.766579
696.208030,367.326641
617.581043,659.576041
724.197047,576.596890
675.525579,579.619960
520.750091,736.547184
612.506438,429.857007
650.771915,585.555221
808.119708,459.240825
818.851866,661.412416
745.047129,523.626842
734.394361,533.577741
619.074835,427.867172
853.163265,518.038654
813.727462,663.363231
818.739581,486.699120
874.685850,665.884711
749.565342,507.558781
755.158431,684.583130
746.082698,521.201165
641.325036,585.069892
828.887583,625.894124
671.866011,383.718786
864.396259,500.054282
878.232964,478.246009
684.742086,571.942331
630.318946,613.987406
761.531855,675.491729
774.292430,477.310238
590.351985,596.225603
583.317096,445.815111
599.672416,422.045994
813.052041,507.732298
580.485353,568.024536
838.245703,412.885230
867.709392,388.842572
883.168266,681.605171
